platform_number,cycle_number,time,latitude,longitude,pres,temp,temp_qc,temp_adjusted,temp_adjusted_qc,psal,psal_qc,psal_adjusted,psal_adjusted_qc,data_mode,position_qc
,,UTC,degrees_north,degrees_east,decibar,degree_Celsius,,degree_Celsius,,PSU,,PSU,,,
1902189,207,2024-01-09T20:16:43Z,5.4198,50.7923,4.3,27.447,1,27.447,1,35.297,1,35.29696,1,D,1
1902189,207,2024-01-09T20:16:43Z,5.4198,50.7923,6.0,27.448,1,27.448,1,35.298,1,35.29801,1,D,1
1902189,207,2024-01-09T20:16:43Z,5.4198,50.7923,8.0,27.448,1,27.448,1,35.298,1,35.298,1,D,1
1902189,207,2024-01-09T20:16:43Z,5.4198,50.7923,9.9,27.448,1,27.448,1,35.298,1,35.29797,1,D,1
1902189,207,2024-01-09T20:16:43Z,5.4198,50.7923,12.0,27.449,1,27.449,1,35.298,1,35.29797,1,D,1
1902189,207,2024-01-09T20:16:43Z,5.4198,50.7923,14.0,27.45,1,27.45,1,35.298,1,35.29801,1,D,1
1902189,207,2024-01-09T20:16:43Z,5.4198,50.7923,16.0,27.45,1,27.45,1,35.298,1,35.29801,1,D,1
1902189,207,2024-01-09T20:16:43Z,5.4198,50.7923,18.0,27.45,1,27.45,1,35.298,1,35.29801,1,D,1
1902189,207,2024-01-09T20:16:43Z,5.4198,50.7923,20.0,27.45,1,27.45,1,35.298,1,35.29801,1,D,1
1902189,207,2024-01-09T20:16:43Z,5.4198,50.7923,22.0,27.45,1,27.45,1,35.299,1,35.29904,1,D,1
1902189,207,2024-01-09T20:16:43Z,5.4198,50.7923,24.0,27.449,1,27.449,1,35.299,1,35.29904,1,D,1
1902189,207,2024-01-09T20:16:43Z,5.4198,50.7923,26.0,27.448,1,27.448,1,35.3,1,35.30006,1,D,1
1902189,207,2024-01-09T20:16:43Z,5.4198,50.7923,27.9,27.446,1,27.446,1,35.299,1,35.29902,1,D,1
1902189,207,2024-01-09T20:16:43Z,5.4198,50.7923,30.0,27.446,1,27.446,1,35.299,1,35.29924,1,D,1
1902189,207,2024-01-09T20:16:43Z,5.4198,50.7923,32.0,27.438,1,27.438,1,35.316,1,35.31629,1,D,1
1902189,207,2024-01-09T20:16:43Z,5.4198,50.7923,34.0,27.427,1,27.427,1,35.336,1,35.33643,1,D,1
1902189,207,2024-01-09T20:16:43Z,5.4198,50.7923,36.0,27.411,1,27.411,1,35.357,1,35.35755,1,D,1
1902189,207,2024-01-09T20:16:43Z,5.4198,50.7923,38.0,27.389,1,27.389,1,35.39,1,35.39108,1,D,1
1902189,207,2024-01-09T20:16:43Z,5.4198,50.7923,40.0,27.347,1,27.347,1,35.439,1,35.44041,1,D,1
1902189,207,2024-01-09T20:16:43Z,5.4198,50.7923,42.0,27.292,1,27.292,1,35.485,1,35.48666,1,D,1
1902189,207,2024-01-09T20:16:43Z,5.4198,50.7923,44.0,27.225,1,27.225,1,35.544,1,35.54534,1,D,1
1902189,207,2024-01-09T20:16:43Z,5.4198,50.7923,46.0,27.169,1,27.169,1,35.596,1,35.59698,1,D,1
1902189,207,2024-01-09T20:16:43Z,5.4198,50.7923,48.0,27.131,1,27.131,1,35.631,1,35.63197,1,D,1
1902189,207,2024-01-09T20:16:43Z,5.4198,50.7923,50.0,27.097,1,27.097,1,35.666,1,35.6663,1,D,1
1902189,207,2024-01-09T20:16:43Z,5.4198,50.7923,52.0,27.088,1,27.088,1,35.689,1,35.6896,1,D,1
1902189,207,2024-01-09T20:16:43Z,5.4198,50.7923,54.0,27.073,1,27.073,1,35.714,1,35.72128,1,D,1
1902189,207,2024-01-09T20:16:43Z,5.4198,50.7923,56.0,26.819,1,26.819,1,35.796,1,35.79977,1,D,1
1902189,207,2024-01-09T20:16:43Z,5.4198,50.7923,58.0,26.69,1,26.69,1,35.813,1,35.81691,1,D,1
1902189,207,2024-01-09T20:16:43Z,5.4198,50.7923,60.0,26.555,1,26.555,1,35.831,1,35.8335,1,D,1
1902189,207,2024-01-09T20:16:43Z,5.4198,50.7923,62.0,26.473,1,26.473,1,35.83,1,35.83225,1,D,1
1902189,207,2024-01-09T20:16:43Z,5.4198,50.7923,64.0,26.399,1,26.399,1,35.825,1,35.83484,1,D,1
1902189,207,2024-01-09T20:16:43Z,5.4198,50.7923,66.0,26.058,1,26.058,1,35.784,1,35.78712,1,D,1
1902189,207,2024-01-09T20:16:43Z,5.4198,50.7923,68.0,25.952,1,25.952,1,35.801,1,35.79915,1,D,1
1902189,207,2024-01-09T20:16:43Z,5.4198,50.7923,70.0,26.016,1,26.016,1,35.895,1,35.89917,1,D,1
1902189,207,2024-01-09T20:16:43Z,5.4198,50.7923,72.0,25.871,1,25.871,1,35.897,1,35.90327,1,D,1
1902189,207,2024-01-09T20:16:43Z,5.4198,50.7923,74.0,25.617,1,25.617,1,35.865,1,35.87101,1,D,1
1902189,207,2024-01-09T20:16:43Z,5.4198,50.7923,76.0,25.373,1,25.373,1,35.82,1,35.82345,1,D,1
1902189,207,2024-01-09T20:16:43Z,5.4198,50.7923,78.0,25.234,1,25.234,1,35.813,1,35.81665,1,D,1
1902189,207,2024-01-09T20:16:43Z,5.4198,50.7923,80.0,25.078,1,25.078,1,35.776,1,35.78156,1,D,1
1902189,207,2024-01-09T20:16:43Z,5.4198,50.7923,82.0,24.819,1,24.819,1,35.705,1,35.71635,1,D,1
1902189,207,2024-01-09T20:16:43Z,5.4198,50.7923,84.0,24.287,1,24.287,1,35.61,1,35.62031,1,D,1
1902189,207,2024-01-09T20:16:43Z,5.4198,50.7923,86.0,23.872,1,23.872,1,35.568,1,35.57151,1,D,1
1902189,207,2024-01-09T20:16:43Z,5.4198,50.7923,87.9,23.75,1,23.75,1,35.561,1,35.56288,1,D,1
1902189,207,2024-01-09T20:16:43Z,5.4198,50.7923,90.0,23.686,1,23.686,1,35.572,1,35.57447,1,D,1
1902189,207,2024-01-09T20:16:43Z,5.4198,50.7923,92.0,23.607,1,23.607,1,35.596,1,35.60146,1,D,1
1902189,207,2024-01-09T20:16:43Z,5.4198,50.7923,94.0,23.448,1,23.448,1,35.599,1,35.60408,1,D,1
1902189,207,2024-01-09T20:16:43Z,5.4198,50.7923,96.0,23.297,1,23.297,1,35.59,1,35.59787,1,D,1
1902189,207,2024-01-09T20:16:43Z,5.4198,50.7923,98.0,23.045,1,23.045,1,35.553,1,35.55637,1,D,1
1902189,207,2024-01-09T20:16:43Z,5.4198,50.7923,100.0,22.92,1,22.92,1,35.535,1,35.53595,1,D,1
1902189,207,2024-01-09T20:16:43Z,5.4198,50.7923,102.0,22.886,1,22.886,1,35.556,1,35.55777,1,D,1
1902189,207,2024-01-09T20:16:43Z,5.4198,50.7923,104.0,22.823,1,22.823,1,35.595,1,35.59585,1,D,1
1902189,207,2024-01-09T20:16:43Z,5.4198,50.7923,106.0,22.79,1,22.79,1,35.614,1,35.61514,1,D,1
1902189,207,2024-01-09T20:16:43Z,5.4198,50.7923,108.0,22.746,1,22.746,1,35.648,1,35.64713,1,D,1
1902189,207,2024-01-09T20:16:43Z,5.4198,50.7923,110.0,22.782,1,22.782,1,35.704,1,35.70884,1,D,1
1902189,207,2024-01-09T20:16:43Z,5.4198,50.7923,112.0,22.576,1,22.576,1,35.695,1,35.70508,1,D,1
1902189,207,2024-01-09T20:16:43Z,5.4198,50.7923,114.0,22.144,1,22.144,1,35.685,1,35.69331,1,D,1
1902189,207,2024-01-09T20:16:43Z,5.4198,50.7923,116.0,21.812,1,21.812,1,35.689,1,35.69786,1,D,1
1902189,207,2024-01-09T20:16:43Z,5.4198,50.7923,118.0,21.473,1,21.473,1,35.683,1,35.69685,1,D,1
1902189,207,2024-01-09T20:16:43Z,5.4198,50.7923,120.0,20.944,1,20.944,1,35.63,1,35.6473,1,D,1
1902189,207,2024-01-09T20:16:43Z,5.4198,50.7923,122.0,20.196,1,20.196,1,35.534,1,35.54563,1,D,1
1902189,207,2024-01-09T20:16:43Z,5.4198,50.7923,124.0,19.639,1,19.639,1,35.466,1,35.47331,1,D,1
1902189,207,2024-01-09T20:16:43Z,5.4198,50.7923,126.0,19.318,1,19.318,1,35.465,1,35.46781,1,D,1
1902189,207,2024-01-09T20:16:43Z,5.4198,50.7923,128.0,19.193,1,19.193,1,35.446,1,35.45223,1,D,1
1902189,207,2024-01-09T20:16:43Z,5.4198,50.7923,130.0,18.907,1,18.907,1,35.409,1,35.41855,1,D,1
1902189,207,2024-01-09T20:16:43Z,5.4198,50.7923,132.0,18.492,1,18.492,1,35.382,1,35.38941,1,D,1
1902189,207,2024-01-09T20:16:43Z,5.4198,50.7923,134.0,18.207,1,18.207,1,35.368,1,35.37046,1,D,1
1902189,207,2024-01-09T20:16:43Z,5.4198,50.7923,136.0,18.127,1,18.127,1,35.369,1,35.37358,1,D,1
1902189,207,2024-01-09T20:16:43Z,5.4198,50.7923,138.0,17.98,1,17.98,1,35.36,1,35.3725,1,D,1
1902189,207,2024-01-09T20:16:43Z,5.4198,50.7923,140.0,17.579,1,17.579,1,35.347,1,35.35516,1,D,1
1902189,207,2024-01-09T20:16:43Z,5.4198,50.7923,142.0,17.341,1,17.341,1,35.336,1,35.34496,1,D,1
1902189,207,2024-01-09T20:16:43Z,5.4198,50.7923,144.0,17.079,1,17.079,1,35.318,1,35.32578,1,D,1
1902189,207,2024-01-09T20:16:43Z,5.4198,50.7923,146.0,16.825,1,16.825,1,35.319,1,35.32708,1,D,1
1902189,207,2024-01-09T20:16:43Z,5.4198,50.7923,148.0,16.522,1,16.522,1,35.318,1,35.32293,1,D,1
1902189,207,2024-01-09T20:16:43Z,5.4198,50.7923,150.0,16.343,1,16.343,1,35.291,1,35.2915,1,D,1
1902189,207,2024-01-09T20:16:43Z,5.4198,50.7923,152.0,16.326,1,16.326,1,35.288,1,35.29251,1,D,1
1902189,207,2024-01-09T20:16:43Z,5.4198,50.7923,154.0,16.142,1,16.142,1,35.273,1,35.27661,1,D,1
1902189,207,2024-01-09T20:16:43Z,5.4198,50.7923,156.0,15.995,1,15.995,1,35.278,1,35.27944,1,D,1
1902189,207,2024-01-09T20:16:43Z,5.4198,50.7923,158.0,15.938,1,15.938,1,35.294,1,35.2937,1,D,1
1902189,207,2024-01-09T20:16:43Z,5.4198,50.7923,160.0,15.951,1,15.951,1,35.319,1,35.32305,1,D,1
1902189,207,2024-01-09T20:16:43Z,5.4198,50.7923,162.0,15.797,1,15.797,1,35.339,1,35.34327,1,D,1
1902189,207,2024-01-09T20:16:43Z,5.4198,50.7923,164.0,15.645,1,15.645,1,35.334,1,35.3373,1,D,1
1902189,207,2024-01-09T20:16:43Z,5.4198,50.7923,166.0,15.536,1,15.536,1,35.332,1,35.33567,1,D,1
1902189,207,2024-01-09T20:16:43Z,5.4198,50.7923,168.0,15.411,1,15.411,1,35.334,1,35.33872,1,D,1
1902189,207,2024-01-09T20:16:43Z,5.4198,50.7923,170.0,15.257,1,15.257,1,35.329,1,35.33742,1,D,1
1902189,207,2024-01-09T20:16:43Z,5.4198,50.7923,172.0,14.979,1,14.979,1,35.313,1,35.32063,1,D,1
1902189,207,2024-01-09T20:16:43Z,5.4198,50.7923,174.0,14.736,1,14.736,1,35.321,1,35.32602,1,D,1
1902189,207,2024-01-09T20:16:43Z,5.4198,50.7923,176.0,14.592,1,14.592,1,35.343,1,35.34357,1,D,1
1902189,207,2024-01-09T20:16:43Z,5.4198,50.7923,178.0,14.576,1,14.576,1,35.344,1,35.34512,1,D,1
1902189,207,2024-01-09T20:16:43Z,5.4198,50.7923,180.0,14.545,1,14.545,1,35.352,1,35.35525,1,D,1
1902189,207,2024-01-09T20:16:43Z,5.4198,50.7923,182.0,14.46,1,14.46,1,35.358,1,35.3633,1,D,1
1902189,207,2024-01-09T20:16:43Z,5.4198,50.7923,184.0,14.312,1,14.312,1,35.353,1,35.35792,1,D,1
1902189,207,2024-01-09T20:16:43Z,5.4198,50.7923,186.0,14.179,1,14.179,1,35.344,1,35.34682,1,D,1
1902189,207,2024-01-09T20:16:43Z,5.4198,50.7923,188.0,14.104,1,14.104,1,35.34,1,35.34259,1,D,1
1902189,207,2024-01-09T20:16:43Z,5.4198,50.7923,190.0,14.036,1,14.036,1,35.334,1,35.33737,1,D,1
1902189,207,2024-01-09T20:16:43Z,5.4198,50.7923,192.0,13.957,1,13.957,1,35.325,1,35.33517,1,D,1
1902189,207,2024-01-09T20:16:43Z,5.4198,50.7923,194.0,13.696,1,13.696,1,35.314,1,35.32137,1,D,1
1902189,207,2024-01-09T20:16:43Z,5.4198,50.7923,196.0,13.503,1,13.503,1,35.306,1,35.30669,1,D,1
1902189,207,2024-01-09T20:16:43Z,5.4198,50.7923,198.0,13.488,1,13.488,1,35.318,1,35.31992,1,D,1
1902189,207,2024-01-09T20:16:43Z,5.4198,50.7923,200.0,13.439,1,13.439,1,35.318,1,35.31911,1,D,1
1902189,207,2024-01-09T20:16:43Z,5.4198,50.7923,202.0,13.412,1,13.412,1,35.318,1,35.31861,1,D,1
1902189,207,2024-01-09T20:16:43Z,5.4198,50.7923,204.0,13.397,1,13.397,1,35.32,1,35.32024,1,D,1
1902189,207,2024-01-09T20:16:43Z,5.4198,50.7923,206.0,13.392,1,13.392,1,35.324,1,35.32501,1,D,1
