platform_number,cycle_number,time,latitude,longitude,pres,temp,temp_qc,temp_adjusted,temp_adjusted_qc,psal,psal_qc,psal_adjusted,psal_adjusted_qc,data_mode,position_qc
,,UTC,degrees_north,degrees_east,decibar,degree_Celsius,,degree_Celsius,,PSU,,PSU,,,
1902289,55,2026-02-01T01:17:25Z,6.198,67.2631,4.3,28.689,1,28.689,1,34.284,1,34.284,1,A,1
1902289,55,2026-02-01T01:17:25Z,6.198,67.2631,6.0,28.7,1,28.7,1,34.283,1,34.283,1,A,1
1902289,55,2026-02-01T01:17:25Z,6.198,67.2631,8.0,28.701,1,28.701,1,34.284,1,34.284,1,A,1
1902289,55,2026-02-01T01:17:25Z,6.198,67.2631,10.0,28.704,1,28.704,1,34.285,1,34.285,1,A,1
1902289,55,2026-02-01T01:17:25Z,6.198,67.2631,11.9,28.703,1,28.703,1,34.288,1,34.288,1,A,1
1902289,55,2026-02-01T01:17:25Z,6.198,67.2631,14.0,28.712,1,28.712,1,34.303,1,34.303,1,A,1
1902289,55,2026-02-01T01:17:25Z,6.198,67.2631,16.0,28.74,1,28.74,1,34.412,1,34.412,1,A,1
1902289,55,2026-02-01T01:17:25Z,6.198,67.2631,17.9,28.763,1,28.763,1,34.552,1,34.552,1,A,1
1902289,55,2026-02-01T01:17:25Z,6.198,67.2631,20.0,28.757,1,28.757,1,34.831,1,34.831,1,A,1
1902289,55,2026-02-01T01:17:25Z,6.198,67.2631,22.0,28.701,1,28.701,1,35.158,1,35.158,1,A,1
1902289,55,2026-02-01T01:17:25Z,6.198,67.2631,24.0,28.614,1,28.614,1,35.34,1,35.34,1,A,1
1902289,55,2026-02-01T01:17:25Z,6.198,67.2631,26.0,28.556,1,28.556,1,35.385,1,35.385,1,A,1
1902289,55,2026-02-01T01:17:25Z,6.198,67.2631,28.0,28.524,1,28.524,1,35.388,1,35.388,1,A,1
1902289,55,2026-02-01T01:17:25Z,6.198,67.2631,30.0,28.495,1,28.495,1,35.387,1,35.387,1,A,1
1902289,55,2026-02-01T01:17:25Z,6.198,67.2631,32.0,28.479,1,28.479,1,35.387,1,35.387,1,A,1
1902289,55,2026-02-01T01:17:25Z,6.198,67.2631,34.0,28.461,1,28.461,1,35.388,1,35.388,1,A,1
1902289,55,2026-02-01T01:17:25Z,6.198,67.2631,36.1,28.448,1,28.448,1,35.388,1,35.388,1,A,1
1902289,55,2026-02-01T01:17:25Z,6.198,67.2631,38.0,28.439,1,28.439,1,35.388,1,35.388,1,A,1
1902289,55,2026-02-01T01:17:25Z,6.198,67.2631,40.0,28.429,1,28.429,1,35.388,1,35.388,1,A,1
1902289,55,2026-02-01T01:17:25Z,6.198,67.2631,42.0,28.418,1,28.418,1,35.387,1,35.387,1,A,1
